Epoch,Train Loss,Test Forward Loss,Test Backward Loss,Test Forward RMSE,Test Backward RMSE
1,1.2813114722569783,0.7380532026290894,0.5788612365722656,0.8591002225875854,0.7608293294906616
2,0.9559508782845957,0.7371817827224731,0.45472225546836853,0.8585929274559021,0.6743309497833252
3,0.8841306633419461,0.7475017309188843,0.3633486330509186,0.864581823348999,0.6027840971946716
4,0.8339814367117705,0.7839022278785706,0.2833039462566376,0.8853825330734253,0.5322630405426025
5,0.8023393551508585,0.8015409708023071,0.25691908597946167,0.8952882289886475,0.5068718791007996
6,0.7844684631736191,0.8069472908973694,0.24088755249977112,0.898302435874939,0.49080297350883484
7,0.7754734887017144,0.8060411810874939,0.2339566946029663,0.8977979421615601,0.48369070887565613
8,0.7675078003494827,0.814369261264801,0.22674992680549622,0.9024240970611572,0.4761826694011688
9,0.758785073403959,0.8198659420013428,0.22397463023662567,0.9054644703865051,0.4732595682144165
10,0.7449253024878325,0.8188063502311707,0.2271014302968979,0.9048792123794556,0.4765515923500061
11,0.742100128421077,0.8242366313934326,0.2180289477109909,0.9078747630119324,0.4669356942176819
12,0.7316148700537505,0.8243840336799622,0.22776362299919128,0.9079559445381165,0.47724586725234985
13,0.7321270991254736,0.8155473470687866,0.2337651401758194,0.9030765891075134,0.4834926426410675
14,0.7250698341263665,0.8231971859931946,0.23617947101593018,0.9073021411895752,0.4859829843044281
15,0.7234538859791226,0.8216447830200195,0.22639892995357513,0.9064462184906006,0.47581395506858826
16,0.712686750623915,0.8229603171348572,0.22861945629119873,0.9071716070175171,0.4781416654586792
17,0.7019757054470204,0.8333397507667542,0.2364930957555771,0.9128744602203369,0.4863055646419525
18,0.7046215313452261,0.8298000693321228,0.2292623519897461,0.9109336137771606,0.4788134694099426
19,0.698316510076876,0.8163526654243469,0.2344641387462616,0.9035223722457886,0.4842149615287781
20,0.6848701768451266,0.8395872116088867,0.22819983959197998,0.9162899255752563,0.47770267724990845
21,0.6806282069947984,0.835595965385437,0.22788287699222565,0.9141094088554382,0.4773707985877991
22,0.6815387319635462,0.8370583653450012,0.23190684616565704,0.9149089455604553,0.4815670847892761
23,0.669831496697885,0.8309464454650879,0.23890942335128784,0.9115626215934753,0.4887836277484894
24,0.66961360639996,0.8294734954833984,0.2360059767961502,0.910754382610321,0.4858044683933258
25,0.6660595470004611,0.8311904668807983,0.23504981398582458,0.9116964936256409,0.48481935262680054
26,0.6679756829032192,0.8307012915611267,0.24544186890125275,0.9114281535148621,0.495420902967453
27,0.6538392923496388,0.8444668650627136,0.22938194870948792,0.918948769569397,0.47893834114074707
28,0.6480917621541906,0.8463728427886963,0.2385016679763794,0.9199852347373962,0.48836633563041687
29,0.6455952999768434,0.8437027335166931,0.24351279437541962,0.9185329079627991,0.493470162153244
30,0.6430227966220291,0.834973931312561,0.24855901300907135,0.9137690663337708,0.4985569417476654
31,0.6384869526933741,0.8479426503181458,0.24665717780590057,0.9208379983901978,0.4966459274291992
32,0.6412405294400675,0.8471319675445557,0.251188725233078,0.9203976988792419,0.5011873245239258
33,0.6363088024987115,0.8472661972045898,0.24955040216445923,0.920470654964447,0.4995501935482025
34,0.625923580593533,0.8474298715591431,0.2577754259109497,0.9205595254898071,0.5077158808708191
35,0.6251432498296102,0.8468546271324158,0.25599968433380127,0.9202470183372498,0.5059641003608704
36,0.6237098751244722,0.8515531420707703,0.24801307916641235,0.922796368598938,0.4980091154575348
37,0.6182048232467087,0.8635862469673157,0.2551959753036499,0.9292933940887451,0.5051692724227905
38,0.6174741100381922,0.8502652049064636,0.25910645723342896,0.9220982789993286,0.509024977684021
39,0.6141573930228198,0.8664762377738953,0.25593283772468567,0.9308470487594604,0.5058980584144592
40,0.6133427244645578,0.8596587181091309,0.25089314579963684,0.9271778464317322,0.5008923411369324
41,0.6137311491701338,0.8650206923484802,0.25590670108795166,0.930064857006073,0.5058721899986267
42,0.6052682178991812,0.8614572882652283,0.25940948724746704,0.9281472563743591,0.5093225836753845
43,0.5997721000953957,0.8688062429428101,0.25495386123657227,0.9320977926254272,0.5049295425415039
44,0.6052503365057486,0.8655597567558289,0.27304962277412415,0.930354654788971,0.5225415229797363
45,0.5959247913625505,0.8696609735488892,0.27191606163978577,0.93255615234375,0.521455705165863
46,0.5961277683575948,0.8736007809638977,0.26395174860954285,0.9346661567687988,0.513762354850769
47,0.5938508378134834,0.8684164881706238,0.27064403891563416,0.9318886399269104,0.5202345848083496
48,0.5922355232415376,0.8747841119766235,0.26965853571891785,0.9352989196777344,0.519286572933197
49,0.588696195019616,0.8765612244606018,0.26518693566322327,0.9362484812736511,0.5149630308151245
50,0.5887246639640243,0.8837212324142456,0.261944979429245,0.9400644898414612,0.5118055939674377
